MOFname,Mof_volume
mof_unit_42713,6.168169153694616e-28
mof_unit_42714,8.289727324937445e-28
mof_unit_42715,5.109051789073566e-28
mof_unit_42716,8.179723877221792e-28
mof_unit_42717,9.649927225648482e-28
mof_unit_42718,5.2214087892613695e-28
mof_unit_42719,1.0038435232998758e-27
mof_unit_42720,2.381335844249878e-27
mof_unit_42721,3.491290449827969e-28
mof_unit_42722,9.74694226059407e-28
mof_unit_42723,5.468493700679868e-28
mof_unit_42724,1.1977923595932104e-27
mof_unit_42725,3.3202802527216343e-28
mof_unit_42726,5.139508619313347e-28
mof_unit_42727,1.2418754866324777e-27
mof_unit_42728,4.694004005477267e-28
mof_unit_42729,1.649006624108545e-27
mof_unit_42730,8.805869876660164e-28
mof_unit_42731,1.8623482678348547e-27
mof_unit_42732,5.107351457022389e-28
mof_unit_42733,6.312667123292823e-28
mof_unit_42734,4.026187590774228e-28
mof_unit_42735,4.580443855548743e-28
mof_unit_42736,6.067231730157598e-28
mof_unit_42737,1.641915425681812e-27
mof_unit_42738,7.42812905848409e-28
mof_unit_42739,1.9548801711177723e-27
mof_unit_42740,7.087650404251127e-28
mof_unit_42741,1.2558726342188032e-27
mof_unit_42742,1.0233500505490074e-27
mof_unit_42743,6.970173098312027e-28
mof_unit_42744,2.1106554215615606e-27
mof_unit_42745,5.812337116676798e-28
mof_unit_42746,7.022279073448213e-28
mof_unit_42747,6.172236225564772e-28
mof_unit_42748,2.9568609263226806e-28
mof_unit_42749,3.2995482813493026e-28
mof_unit_42750,2.1912912541493615e-27
mof_unit_42751,7.095926251307341e-28
mof_unit_42752,8.95158647596266e-28
mof_unit_42753,7.113217373063687e-28
mof_unit_42754,1.4823114039502347e-27
mof_unit_42755,1.3188352377958589e-27
mof_unit_42756,4.517562802867096e-28
mof_unit_42757,5.697669205132814e-28
mof_unit_42758,9.356183801694037e-28
mof_unit_42759,3.7839858059514263e-28
mof_unit_42760,6.94712412813599e-28
mof_unit_42761,7.742174397173586e-28
mof_unit_42762,1.2222096302906862e-27
mof_unit_42763,1.0534829067021825e-27
mof_unit_42764,6.367243412566584e-28
mof_unit_42765,2.4232602202014395e-27
mof_unit_42766,7.529416947877602e-28
mof_unit_42767,1.31818616522669e-27
mof_unit_42768,1.8134824427253343e-27
mof_unit_42769,7.66566245880006e-28
mof_unit_42770,3.4133853742423805e-28
mof_unit_42771,3.80586687201937e-28
mof_unit_42772,5.484230972616594e-28
mof_unit_42773,3.6672391341581566e-28
mof_unit_42774,2.1708395277497097e-27
mof_unit_42775,8.550387800033833e-28
mof_unit_42776,6.998046060272946e-28
mof_unit_42777,4.5759616143276455e-28
mof_unit_42778,7.702573738554162e-28
mof_unit_42779,6.172711438660923e-28
mof_unit_42780,9.272982531543374e-28
mof_unit_42781,1.1266902198636354e-27
mof_unit_42782,2.04771701581736e-27
mof_unit_42783,3.612315437115736e-28
mof_unit_42784,9.20640375681645e-28
mof_unit_42785,3.5920701860960254e-28
mof_unit_42786,1.3448973325512029e-27
mof_unit_42787,3.9881726435584964e-28
mof_unit_42788,6.08016942178597e-28
mof_unit_42789,5.879081316730175e-28
mof_unit_42790,5.45141473493057e-28
mof_unit_42791,4.787352275219905e-28
mof_unit_42792,4.5955001995359115e-28
mof_unit_42793,2.136891307015601e-27
mof_unit_42794,1.8235598174055698e-27
mof_unit_42795,7.411775773446037e-28
mof_unit_42796,7.678866115823838e-28
mof_unit_42797,6.727802429649629e-28
mof_unit_42798,5.770999360440035e-28
mof_unit_42799,5.614256026425397e-28
mof_unit_42800,9.741890379419118e-28
mof_unit_42801,8.596662615523853e-28
mof_unit_42802,1.5601370953959494e-27
mof_unit_42803,1.9094912997334756e-27
mof_unit_42804,4.984500828798303e-28
mof_unit_42805,3.8707970967395825e-28
mof_unit_42806,4.357972703116634e-28
mof_unit_42807,1.4725145132780002e-27
mof_unit_42808,1.7882320510493364e-27
mof_unit_42809,2.1698377493239936e-27
mof_unit_42810,6.428165181300731e-28
mof_unit_42811,3.9381476579350655e-28
mof_unit_42812,1.0192957210208777e-27
mof_unit_42813,9.012673058756005e-28
mof_unit_42814,3.902144921980294e-28
mof_unit_42815,1.1858293382589417e-27
mof_unit_42816,1.1675332720276032e-27
mof_unit_42817,9.582179986869479e-28
mof_unit_42818,3.8561757617242694e-28
mof_unit_42819,4.991604172865876e-28
mof_unit_42820,3.861595274542282e-28
mof_unit_42821,1.0763549894589188e-27
mof_unit_42822,1.0384572458211284e-27
mof_unit_42823,1.0217341075087068e-27
mof_unit_42824,6.267592172615373e-28
mof_unit_42825,6.426413352301863e-28
mof_unit_42826,6.810794130676133e-28
mof_unit_42827,8.264448667121801e-28
mof_unit_42828,4.50772343377853e-28
mof_unit_42829,1.3257534102488584e-27
mof_unit_42830,5.9957744197833e-28
mof_unit_42831,4.360896839588738e-28
mof_unit_42832,1.4433226573259482e-27
mof_unit_42833,7.407348723155615e-28
mof_unit_42834,8.975241884708411e-28
mof_unit_42835,1.1553238734720738e-27
mof_unit_42836,5.825634728917212e-28
mof_unit_42837,1.0032593534641268e-27
mof_unit_42838,7.002093974346958e-28
mof_unit_42839,4.633781361991381e-28
mof_unit_42840,4.207563880327313e-28
mof_unit_42841,8.464386469533146e-28
mof_unit_42842,1.869813736663685e-27
mof_unit_42843,8.415967760883186e-28
mof_unit_42844,8.823436398611558e-28
mof_unit_42845,9.373679472666712e-28
mof_unit_42846,7.295150107651966e-28
mof_unit_42847,4.217104697207567e-28
mof_unit_42848,3.20106555292663e-28
mof_unit_42849,4.5431261053056875e-28
mof_unit_42850,5.611466775376214e-28
mof_unit_42851,1.08641183060527e-27
mof_unit_42852,8.851608905806207e-28
mof_unit_42853,1.6457556008621927e-27
mof_unit_42854,6.721911478417566e-28
mof_unit_42855,1.3712081141028682e-27
mof_unit_42856,6.177750348098257e-28
mof_unit_42857,7.925071307106131e-28
mof_unit_42858,6.652439515751844e-28
mof_unit_42859,1.1586182869950476e-27
mof_unit_42860,4.292482589954037e-28
mof_unit_42861,5.120843929283699e-28
mof_unit_42862,6.946176472756287e-28
mof_unit_42863,6.7652940605064295e-28
mof_unit_42864,1.009702136474519e-27
mof_unit_42865,6.450618145209049e-28
mof_unit_42866,6.893737390225332e-28
mof_unit_42867,1.759909444680828e-27
mof_unit_42868,3.0097061614729205e-27
mof_unit_42869,7.262652213209417e-28
mof_unit_42870,4.1874209356116575e-28
mof_unit_42871,6.892668152736278e-28
mof_unit_42872,2.024968820369581e-27
mof_unit_42873,2.7482375599719287e-27
mof_unit_42874,5.01726473323591e-28
mof_unit_42875,7.001648498244087e-28
mof_unit_42876,6.412509314963755e-28
mof_unit_42877,2.887811268689969e-28
mof_unit_42878,1.0232281506055102e-27
mof_unit_42879,5.3552136353585e-28
mof_unit_42880,5.913470469346663e-28
mof_unit_42881,1.0618976360585048e-27
mof_unit_42882,5.995373443156938e-28
mof_unit_42883,7.168962030163017e-28
mof_unit_42884,6.646502753447464e-27
mof_unit_42885,1.5581316571650073e-27
mof_unit_42886,5.457454619410314e-28
mof_unit_42887,4.449968706332539e-28
mof_unit_42888,8.84140644419651e-28
mof_unit_42889,4.856062811426051e-28
mof_unit_42890,5.4721962705658015e-28
mof_unit_42891,5.787350494117986e-28
mof_unit_42892,3.9594290758744575e-28
mof_unit_42893,7.470339867034646e-28
mof_unit_42894,4.755226634378416e-28
mof_unit_42895,8.035668520830953e-28
mof_unit_42896,5.941569492077784e-28
mof_unit_42897,5.272413197242721e-28
mof_unit_42898,3.462026592537716e-28
mof_unit_42899,1.1148174825894033e-27
mof_unit_42900,3.6713730812120548e-28
mof_unit_42901,7.247940129395304e-28
mof_unit_42902,7.088832369919312e-28
mof_unit_42903,8.031071138475864e-28
mof_unit_42904,1.5897109667672404e-27
mof_unit_42905,4.8088206656474e-28
mof_unit_42906,1.6996261025322167e-27
mof_unit_42907,9.459331843107568e-28
mof_unit_42908,1.117819075560281e-27
mof_unit_42909,6.384791055719802e-28
mof_unit_42910,5.914599650147323e-28
mof_unit_42911,4.965659519106644e-28
mof_unit_42912,1.175179532322017e-27
mof_unit_42913,6.310788168782787e-28
mof_unit_42914,5.2542455762616635e-28
mof_unit_42915,1.208611755653365e-27
mof_unit_42916,5.963989236450024e-28
mof_unit_42917,6.428034144863809e-28
mof_unit_42918,5.534028849620314e-28
mof_unit_42919,5.682640783027337e-28
mof_unit_42920,1.0574316957663683e-27
mof_unit_42921,8.828852504976285e-28
mof_unit_42922,6.253417748218221e-28
mof_unit_42923,7.081779189808247e-28
mof_unit_42924,1.742914413479012e-27
mof_unit_42925,9.076368677013255e-28
mof_unit_42926,6.4130123872243745e-28
mof_unit_42927,4.894902421413404e-28
mof_unit_42928,6.000611395279688e-28
mof_unit_42929,4.039895041239316e-28
mof_unit_42930,1.4017336882647414e-27
mof_unit_42931,1.9294632018248648e-27
mof_unit_42932,4.721233693094434e-28
mof_unit_42933,2.887085338878008e-27
mof_unit_42934,4.647452348202111e-28
mof_unit_42935,5.757898951545582e-28
mof_unit_42936,6.194828372883794e-28
mof_unit_42937,1.5271091329942055e-27
mof_unit_42938,3.9257708564226166e-28
mof_unit_42939,7.0776249937288875e-28
mof_unit_42940,1.791618318863656e-27
mof_unit_42941,1.2922913659696277e-27
mof_unit_42942,3.0902986220721606e-27
mof_unit_42943,5.008434464761668e-28
mof_unit_42944,1.4144894155143955e-27
mof_unit_42945,1.104750938654281e-27
mof_unit_42946,5.36868565687546e-28
mof_unit_42947,8.83894023997107e-28
mof_unit_42948,1.5816106507803222e-27
mof_unit_42949,8.716491690825236e-28
mof_unit_42950,5.595144575213357e-28
mof_unit_42951,2.1350342146693133e-27
mof_unit_42952,1.6903514678608567e-27
mof_unit_42953,1.088722023636987e-27
mof_unit_42954,8.04871318554499e-28
mof_unit_42955,6.819787128203988e-28
mof_unit_42956,5.9391693204376685e-28
mof_unit_42957,8.20543936181779e-28
mof_unit_42958,5.4434217203981595e-28
mof_unit_42959,5.368669357379782e-28
mof_unit_42960,5.42173439211134e-28
mof_unit_42961,1.2685781317993359e-27
mof_unit_42962,1.0654387171864622e-27
mof_unit_42963,1.015831944866884e-27
mof_unit_42964,3.748104093415912e-27
mof_unit_42965,8.504770886006234e-28
mof_unit_42966,1.131239220375708e-27
mof_unit_42967,1.2640678939838961e-27
mof_unit_42968,6.990041920489773e-28
mof_unit_42969,2.3909781212828906e-27
mof_unit_42970,8.137181367525207e-28
mof_unit_42971,1.185945033226675e-27
mof_unit_42972,7.500866052204311e-28
mof_unit_42973,1.1167644950134834e-27
mof_unit_42974,8.4774400649181e-28
mof_unit_42975,6.7409614650289055e-28
mof_unit_42976,4.239960414138868e-28
mof_unit_42977,1.0118298878395226e-27
mof_unit_42978,1.1703002992764593e-27
mof_unit_42979,6.751567604987351e-28
mof_unit_42980,7.857555911708485e-28
mof_unit_42981,1.0188875870881193e-27
mof_unit_42982,7.463471992582362e-28
mof_unit_42983,5.266740392622419e-28
mof_unit_42984,6.864582734315095e-28
mof_unit_42985,1.0940836972265153e-27
mof_unit_42986,1.6778675748310604e-27
mof_unit_42987,7.076342375374971e-28
mof_unit_42988,1.2203219260264058e-27
mof_unit_42989,1.8123259770858167e-27
mof_unit_42990,3.2833082171912913e-28
mof_unit_42991,2.07048019766796e-27
mof_unit_42992,1.6381080978722206e-27
mof_unit_42993,8.92996991655913e-28
mof_unit_42994,7.383322545627598e-28
mof_unit_42995,1.3066423969785362e-27
mof_unit_42996,3.8232511540597467e-28
mof_unit_42997,6.932489136610859e-28
mof_unit_42998,8.878581095933421e-28
mof_unit_42999,5.576953403960699e-28
mof_unit_43000,1.4669361939371188e-27
mof_unit_43001,1.0330600668199598e-27
mof_unit_43002,4.000662921807102e-28
mof_unit_43003,4.0073487901866717e-28
mof_unit_43004,3.6225193737455467e-28
mof_unit_43005,1.1871098818608854e-27
mof_unit_43006,2.132135501108293e-28
mof_unit_43007,8.271044151849308e-28
mof_unit_43008,9.232467842516122e-28
mof_unit_43009,3.5386036956941153e-28
mof_unit_43010,4.51070716535389e-28
mof_unit_43011,5.2948883925204825e-28
mof_unit_43012,5.967705097135966e-28
mof_unit_43013,1.7663477775452992e-27
mof_unit_43014,4.297693980714968e-28
mof_unit_43015,2.732516887511843e-28
mof_unit_43016,9.289547503719663e-28
mof_unit_43017,4.211332821334693e-28
mof_unit_43018,4.922461254322646e-28
mof_unit_43019,3.7289220400506025e-28
mof_unit_43020,5.612343139182163e-28
mof_unit_43021,3.8920071904747625e-28
mof_unit_43022,9.867465771841731e-28
mof_unit_43023,3.4160334349264445e-28
mof_unit_43024,1.6989196419304295e-27
mof_unit_43025,7.530591730202705e-28
mof_unit_43026,2.8122280438718634e-27
mof_unit_43027,7.0616855881795985e-28
mof_unit_43028,1.7310493746391153e-27
mof_unit_43029,1.0471628284205283e-27
mof_unit_43030,3.212416366320014e-28
mof_unit_43031,9.858339253583033e-28
mof_unit_43032,8.772844620773145e-28
mof_unit_43033,5.723818917453751e-28
mof_unit_43034,4.45051934640313e-28
mof_unit_43035,7.941702758987572e-28
mof_unit_43036,3.912133055534735e-28
mof_unit_43037,8.678555607247678e-28
mof_unit_43038,4.916734867893313e-28
mof_unit_43039,6.771864816129204e-28
mof_unit_43040,9.512086968450606e-28
mof_unit_43041,1.0466128010421903e-27
mof_unit_43042,3.0990638648457542e-28
mof_unit_43043,9.94880727035386e-28
mof_unit_43044,3.702148882353353e-28
mof_unit_43045,1.2403896215020795e-27
mof_unit_43046,1.034881882949938e-27
mof_unit_43047,2.8575576350484417e-28
mof_unit_43048,7.253216370096898e-28
mof_unit_43049,8.250070578499928e-28
mof_unit_43050,7.07568639213785e-28
mof_unit_43051,5.058096676337725e-28
mof_unit_43052,3.98150234066492e-28
mof_unit_43053,3.596776171594675e-28
mof_unit_43054,7.19718151183137e-28
mof_unit_43055,1.3302369328537374e-27
mof_unit_43056,2.5968085519041497e-27
mof_unit_43057,3.941525466819965e-28
mof_unit_43058,3.6499434430440832e-28
mof_unit_43059,6.486745318505724e-28
mof_unit_43060,6.2709839436811385e-28
mof_unit_43061,5.780729664162888e-28
mof_unit_43062,3.164530462834369e-28
mof_unit_43063,3.569166071792842e-28
mof_unit_43064,1.1476582502584534e-27
mof_unit_43065,3.078653792547073e-28
mof_unit_43066,3.8984574871779304e-28
mof_unit_43067,7.119147664603769e-28
mof_unit_43068,1.395948051604946e-27
mof_unit_43069,8.696851430703002e-28
mof_unit_43070,9.156516843077533e-28
mof_unit_43071,1.0825746626293323e-27
mof_unit_43072,5.131411964122671e-28
mof_unit_43073,1.3483405792718538e-27
mof_unit_43074,5.80193644398475e-28
mof_unit_43075,6.426062007040416e-28
mof_unit_43076,3.253145368531413e-28
mof_unit_43077,3.510272775390744e-28
mof_unit_43078,6.753690605950228e-28
mof_unit_43079,7.72513837584349e-28
mof_unit_43080,6.219599852018799e-28
mof_unit_43081,8.773003054348826e-28
mof_unit_43082,2.6778070759858226e-28
mof_unit_43083,4.76510998648479e-28
mof_unit_43084,1.1199457150937006e-27
mof_unit_43085,3.82103451557724e-28
mof_unit_43086,1.5360921270949598e-27
mof_unit_43087,1.2384873530306128e-27
mof_unit_43088,2.8279812397953773e-28
mof_unit_43089,6.885754769249369e-28
mof_unit_43090,1.3808298846421492e-27
mof_unit_43091,7.208263425574323e-28
mof_unit_43092,9.794898427002307e-28
mof_unit_43093,6.451334142153342e-28
mof_unit_43094,5.931738437523877e-28
mof_unit_43095,8.470579594383233e-28
mof_unit_43096,1.1693249776137018e-27
mof_unit_43097,7.103418085504161e-28
mof_unit_43098,1.1764402584239502e-27
mof_unit_43099,3.9377836087103954e-28
mof_unit_43100,5.080388084456179e-28
mof_unit_43101,5.653257162233861e-28
mof_unit_43102,3.6468430865948178e-28
mof_unit_43103,9.872621594126656e-28
mof_unit_43104,1.0269420019615856e-27
mof_unit_43105,5.975070566900136e-28
mof_unit_43106,5.705092519287776e-28
mof_unit_43107,4.078152871953584e-28
mof_unit_43108,5.746451346610334e-28
mof_unit_43109,1.766295824042467e-27
mof_unit_43110,9.69199312378303e-28
mof_unit_43111,8.086177043178885e-28
mof_unit_43112,1.0098139870262799e-27
mof_unit_43113,1.0075342576951052e-27
mof_unit_43114,1.0109639559229378e-27
mof_unit_43115,9.00047719643443e-28
mof_unit_43116,3.726188956596572e-28
mof_unit_43117,3.6084276981282585e-28
mof_unit_43118,2.1909811959639914e-27
mof_unit_43119,7.716242498440169e-28
mof_unit_43120,6.643370376081567e-28
mof_unit_43121,4.017799550952207e-28
mof_unit_43122,1.057726854345453e-27
mof_unit_43123,8.096257749459408e-28
mof_unit_43124,2.7226650875517913e-27
mof_unit_43125,9.347197340428059e-28
mof_unit_43126,6.578604871140172e-28
mof_unit_43127,9.015722196452948e-28
mof_unit_43128,5.9537870419285225e-28
mof_unit_43129,5.899595112229932e-28
mof_unit_43130,5.882922324444644e-28
mof_unit_43131,1.5702057425242233e-27
mof_unit_43132,8.564614492178868e-28
mof_unit_43133,4.951301361149562e-28
mof_unit_43134,8.271731833178895e-28
mof_unit_43135,1.5495685172217624e-27
mof_unit_43136,5.744623809638344e-28
mof_unit_43137,1.3519019406408353e-27
mof_unit_43138,1.4132429602150986e-27
mof_unit_43139,7.0426148100679485e-28
mof_unit_43140,5.939036014073017e-28
mof_unit_43141,8.240743051361683e-28
mof_unit_43142,4.759252995719417e-28
mof_unit_43143,3.18119301874946e-28
mof_unit_43144,4.735963677726055e-28
mof_unit_43145,1.907203013511435e-27
mof_unit_43146,5.882521603258515e-28
mof_unit_43147,1.3499376431449417e-27
mof_unit_43148,2.0194512635737982e-28
mof_unit_43149,9.847938747857653e-28
mof_unit_43150,8.084867727163645e-28
mof_unit_43151,9.756884020966188e-28
mof_unit_43152,2.1875286797976893e-27
mof_unit_43153,8.056544844995518e-28
mof_unit_43154,7.424017746720567e-28
mof_unit_43155,1.1469652679642887e-27
mof_unit_43156,5.435258540466003e-28
mof_unit_43157,2.2361089545671645e-27
mof_unit_43158,5.581560869073335e-28
mof_unit_43159,1.1721719742882991e-27
mof_unit_43160,6.648321519613121e-28
mof_unit_43161,1.1658843651004814e-27
mof_unit_43162,6.859105452592847e-28
mof_unit_43163,2.4579012027960327e-28
mof_unit_43164,3.3384385060551615e-28
mof_unit_43165,1.1408805102311433e-27
mof_unit_43166,2.4649137134618626e-27
mof_unit_43167,1.4460034237953046e-27
mof_unit_43168,5.122070320654497e-28
mof_unit_43169,7.280220169383814e-28
mof_unit_43170,8.806676898914485e-28
mof_unit_43171,3.4981481628010327e-28
mof_unit_43172,2.8818197330503946e-28
mof_unit_43173,7.240686460242579e-28
mof_unit_43174,5.2956429746230184e-27
mof_unit_43175,7.179267473748123e-28
mof_unit_43176,1.0321331699597885e-27
mof_unit_43177,4.180340603550465e-28
mof_unit_43178,8.039806037013256e-28
mof_unit_43179,6.545309991490769e-28
mof_unit_43180,5.607489460329045e-28
mof_unit_43181,1.18776479283939e-27
mof_unit_43182,8.356661394745953e-28
mof_unit_43183,8.082308791653882e-28
mof_unit_43184,5.102549681424586e-28
mof_unit_43185,6.6961930005536815e-28
mof_unit_43186,1.1300952958994898e-27
mof_unit_43187,1.0168059437457688e-27
mof_unit_43188,3.9521465556031945e-28
mof_unit_43189,3.2454763101673283e-28
mof_unit_43190,6.683815663096958e-28
mof_unit_43191,5.317786187055164e-28
mof_unit_43192,9.2669790925906e-28
mof_unit_43193,1.6385053064776184e-27
mof_unit_43194,4.830796316537852e-28
mof_unit_43195,7.112244952632205e-28
mof_unit_43196,9.137913012040127e-28
mof_unit_43197,6.139155912990616e-28
mof_unit_43198,5.762484343176168e-28
mof_unit_43199,7.311181704590958e-28
mof_unit_43200,4.504051311450728e-28
mof_unit_43201,5.196501078038982e-28
mof_unit_43202,7.873508194181695e-28
mof_unit_43203,6.378413626644281e-28
mof_unit_43204,5.834328713665417e-28
mof_unit_43205,8.165960323651765e-28
mof_unit_43206,6.126601030174451e-28
mof_unit_43207,4.145976834851249e-28
mof_unit_43208,5.200354063050538e-28
mof_unit_43209,6.8181502944135585e-28
mof_unit_43210,9.738522577153754e-28
mof_unit_43211,5.82432055890348e-28
mof_unit_43212,3.8736511814427445e-28
mof_unit_43213,6.307047722201079e-28
mof_unit_43214,9.36231464894369e-28
mof_unit_43215,1.1249691708726987e-27
mof_unit_43216,2.08024157446092e-27
mof_unit_43217,5.534432473760267e-28
mof_unit_43218,1.3695784745818893e-27
mof_unit_43219,3.2994537505580253e-28
mof_unit_43220,1.3881423884465893e-27
mof_unit_43221,6.774010118319646e-28
mof_unit_43222,1.0414967806471864e-27
mof_unit_43223,1.7606702848204337e-27
mof_unit_43224,2.157104753762517e-27
mof_unit_43225,4.699745862209501e-28
mof_unit_43226,6.451894431047082e-28
mof_unit_43227,8.510003003030898e-28
mof_unit_43228,6.85368213273476e-28
mof_unit_43229,1.841040037646754e-27
mof_unit_43230,8.1855272681115e-28
mof_unit_43231,1.9468094082962776e-27
mof_unit_43232,1.9536285791174986e-27
mof_unit_43233,5.577628548591249e-28
mof_unit_43234,1.5872647692545246e-27
mof_unit_43235,7.161615103140852e-28
mof_unit_43236,1.1407856891137218e-27
mof_unit_43237,3.3425503258643e-28
mof_unit_43238,6.844222059940572e-28
mof_unit_43239,4.781673011925544e-28
mof_unit_43240,5.405394466124898e-28
mof_unit_43241,7.280158989826709e-28
mof_unit_43242,3.646297645858884e-28
mof_unit_43243,4.043348723950603e-28
mof_unit_43244,6.418307149235619e-28
mof_unit_43245,9.047184207460673e-28
mof_unit_43246,1.217491198272132e-27
mof_unit_43247,4.82110277479641e-28
mof_unit_43248,5.317008205081825e-28
mof_unit_43249,7.299375720409474e-28
mof_unit_43250,9.704279559063503e-28
mof_unit_43251,1.663888043112808e-27
mof_unit_43252,1.2673493884996032e-27
mof_unit_43253,1.9916373236416237e-27
mof_unit_43254,1.1361219899485884e-27
mof_unit_43255,1.6771752954552996e-27
mof_unit_43256,1.3096080699168135e-27
mof_unit_43257,4.475001060615752e-28
mof_unit_43258,4.135648064904604e-28
mof_unit_43259,1.2033251143063177e-27
mof_unit_43260,1.2922761619869324e-27
mof_unit_43261,5.97814521563915e-28
mof_unit_43262,5.476008904692088e-28
mof_unit_43263,8.484693523041292e-28
mof_unit_43264,6.417072272574426e-28
mof_unit_43265,1.503546305915224e-27
mof_unit_43266,8.0409364918325745e-28
mof_unit_43267,6.1361622729082755e-28
mof_unit_43268,8.950239492130037e-28
mof_unit_43269,5.607750661165313e-28
mof_unit_43270,4.903586162194498e-27
mof_unit_43271,5.754130260911018e-28
mof_unit_43272,4.7213527115244995e-28
mof_unit_43273,1.4750484253604224e-27
mof_unit_43274,2.4443591302472363e-27
mof_unit_43275,1.3770542140046816e-27
mof_unit_43276,1.5658653048355524e-27
mof_unit_43277,8.251625138596832e-28
mof_unit_43278,4.844729586475207e-27
mof_unit_43279,5.718275734194418e-28
mof_unit_43280,8.750300231686097e-28
mof_unit_43281,8.920778039879924e-28
mof_unit_43282,1.0304308175967705e-27
mof_unit_43283,7.5870134906129165e-28
mof_unit_43284,1.3975292534322818e-27
mof_unit_43285,1.1241665019243185e-27
mof_unit_43286,7.75642162570246e-27
mof_unit_43287,3.065463735319977e-28
mof_unit_43288,6.251208960705951e-28
mof_unit_43289,6.554217249146398e-28
mof_unit_43290,5.234098067160856e-28
mof_unit_43291,1.3105715792190087e-27
mof_unit_43292,9.321242839945882e-28
mof_unit_43293,1.3343822387110796e-27
mof_unit_43294,4.8538603830038285e-28
mof_unit_43295,3.9743555464095005e-28
mof_unit_43296,7.412436699316917e-28
mof_unit_43297,7.082305147285602e-28
mof_unit_43298,7.041875421068729e-28
mof_unit_43299,4.180320759318411e-28
mof_unit_43300,5.960142165435258e-28
mof_unit_43301,7.48852930804403e-28
mof_unit_43302,7.150059190560496e-28
mof_unit_43303,5.507019546077659e-28
mof_unit_43304,1.040458447198758e-27
mof_unit_43305,2.2572440354563892e-27
mof_unit_43306,1.9328545586432096e-27
mof_unit_43307,8.989597109355647e-28
mof_unit_43308,7.023467752883185e-28
mof_unit_43309,1.5815375936192315e-27
mof_unit_43310,9.021571041415332e-28
mof_unit_43311,4.932551225011262e-28
mof_unit_43312,6.745028160022013e-28
mof_unit_43313,9.170640155644144e-28
mof_unit_43314,3.210140886504511e-28
mof_unit_43315,3.131952375574787e-28
mof_unit_43316,4.408237385551907e-28
mof_unit_43317,6.043181645254896e-28
mof_unit_43318,8.9923362069674e-28
mof_unit_43319,3.9923947319681063e-28
mof_unit_43320,9.933575359545666e-28
mof_unit_43321,2.719911800942022e-27
mof_unit_43322,7.447058339720032e-28
mof_unit_43323,2.6901814122206683e-27
mof_unit_43324,7.587078030535577e-28
mof_unit_43325,7.323113211502125e-28
mof_unit_43326,4.134450054524137e-28
mof_unit_43327,1.2981946611755832e-27
mof_unit_43328,6.760023050783972e-28
mof_unit_43329,9.400536311861283e-28
mof_unit_43330,1.0254200062160005e-27
mof_unit_43331,7.589788781954904e-28
mof_unit_43332,3.88469634540213e-28
mof_unit_43333,1.271250636671806e-27
mof_unit_43334,1.3839659295711212e-27
mof_unit_43335,6.29670037132712e-28
mof_unit_43336,3.175711394957655e-28
mof_unit_43337,6.157584380840126e-28
mof_unit_43338,5.603139354436202e-28
mof_unit_43339,2.623219707862564e-27
mof_unit_43340,9.483450767718295e-28
mof_unit_43341,1.8385216626417744e-27
mof_unit_43342,7.297997971785066e-28
mof_unit_43343,1.6786774494531873e-27
mof_unit_43344,2.756767830700296e-28
mof_unit_43345,5.433685949556021e-28
mof_unit_43346,1.0683604145729297e-27
mof_unit_43347,5.221258066229716e-28
mof_unit_43348,8.684657771861668e-28
mof_unit_43349,1.3287492152560178e-27
mof_unit_43350,7.06353169226063e-28
mof_unit_43351,7.426197284259925e-28
mof_unit_43352,6.596778368253773e-28
mof_unit_43353,1.4873329631734698e-27
mof_unit_43354,2.9690874699906575e-28
mof_unit_43355,8.981028611206786e-28
mof_unit_43356,1.8362757945045684e-27
mof_unit_43357,5.015741540826314e-28
mof_unit_43358,4.74657012506409e-28
mof_unit_43359,3.8049119961804213e-28
mof_unit_43360,6.2248625182364645e-28
mof_unit_43361,1.295424270363214e-27
mof_unit_43362,2.234336612212766e-27
mof_unit_43363,1.193782643092681e-27
mof_unit_43364,1.2105558974211606e-27
mof_unit_43365,1.1187951103342202e-27
mof_unit_43366,5.335618350696303e-28
mof_unit_43367,1.0340949010793827e-27
mof_unit_43368,7.529508312626807e-28
mof_unit_43369,8.608233256753769e-28
mof_unit_43370,5.926155766598438e-28
mof_unit_43371,7.694512683861225e-28
mof_unit_43372,9.74752305202586e-28
mof_unit_43373,9.03909252219988e-28
mof_unit_43374,1.029735416054211e-27
mof_unit_43375,1.393182054896905e-27
mof_unit_43376,7.315136501274289e-28
mof_unit_43377,3.5348413694090547e-28
mof_unit_43378,5.351481948869353e-28
mof_unit_43379,1.6698602737453896e-27
mof_unit_43380,6.277192891462475e-28
mof_unit_43381,6.631057331667028e-28
mof_unit_43382,2.032740187604555e-27
mof_unit_43383,1.2814155998289814e-27
mof_unit_43384,3.71864243039899e-28
mof_unit_43385,5.046982387089093e-28
mof_unit_43386,7.217387943467713e-28
mof_unit_43387,1.9247056158940216e-27
mof_unit_43388,8.708235993476747e-28
mof_unit_43389,2.2607952682572272e-27
mof_unit_43390,4.602383095793621e-28
mof_unit_43391,5.459359936192532e-28
mof_unit_43392,1.5130884969592292e-27
mof_unit_43393,3.636082991271354e-28
mof_unit_43394,1.5595563569658544e-27
mof_unit_43395,7.013027403443931e-28
mof_unit_43396,3.9393994798141504e-28
mof_unit_43397,1.0015472607674814e-27
mof_unit_43398,5.258183939494064e-28
mof_unit_43399,1.5758886180007769e-27
